#--------------------------------------------------------------------------------;;;;;;;;;;;;
CAST;;15910069;WOD Unique Cast Number;WOD code;;;;;;;;
NODC Cruise ID;;US-35509;;;;;;;;;;
Originators Station ID;;93;;;integer;;;;;;;
Originators Cruise ID;;318M20130321;;;;;;;;;;
Latitude;;30,0001;decimal degrees;;;;;;;;;
Longitude;;-161,7357;decimal degrees;;;;;;;;;
Year;;2013;;;;;;;;;;
Month;;5;;;;;;;;;;
Day;;13;;;;;;;;;;
Time;;15,65;decimal hours (UT);;;;;;;;;
METADATA;;;;;;;;;;;;
Country;;US;NODC code;UNITED STATES;;;;;;;;
Accession Number;;38589;NODC code;;;;;;;;;
Platform;;2584;OCL code;"MELVILLE (R/V;  call sign WECB; built 1969; IMO7738591)";;;;;;;;
Cast/Tow Number;;1;;;;;;;;;;
Bottom depth;;5742;meters;;;;;;;;;
High resolution CTD - Bottle;;5971496;;;;;;;;;;
probe_type;;4;OCL_code;CTD;;;;;;;;
Database origin;;10;WOD code;WHO/CCHDO;;;;;;;;
Originators flag set to use;;1;WOD code;WOCE;;;;;;;;
scale;Temperature;103;WOD code;Temperature: ITS-90;;;;;;;;
scale;Salinity;202;WOD code;Salinity: PSS78;;;;;;;;
Instrument;Oxygen;4;WOD code;CTD: TYPE UNKNOWN;;;;;;;;
Original units;Oxygen;29;NODC code;umol/kg;;;;;;;;
VARIABLES;Depth;F;O;Temperatur;F;O;Salinity;F;O;Oxygen;F;O
UNITS;m;;;degrees C;;;PSS;;;ml/l;;
Prof-Flag;;0;;;0;;;0;;;0;
1;1,99;0;2;19,4702;0;2;34,5089;0;2;5,304;0;2
2;3,97;0;2;19,4734;0;2;34,5103;0;2;5,302;0;2
3;5,96;0;2;19,4789;0;2;34,5112;0;2;5,309;0;2
4;7,95;0;2;19,4828;0;2;34,512;0;2;5,299;0;2
5;9,93;0;2;19,4823;0;2;34,5118;0;2;5,304;0;2
6;11,92;0;2;19,4799;0;2;34,5113;0;2;5,299;0;2
7;13,9;0;2;19,4804;0;2;34,5113;0;2;5,306;0;2
8;15,89;0;2;19,4813;0;2;34,5117;0;2;5,302;0;2
9;17,88;0;2;19,4814;0;2;34,5119;0;2;5,306;0;2
10;19,86;0;2;19,4852;0;2;34,5136;0;2;5,311;0;2
11;21,85;0;2;19,4831;0;2;34,5119;0;2;5,32;0;2
12;23,84;0;2;19,4858;0;2;34,5132;0;2;5,309;0;2
13;25,82;0;2;19,4988;0;2;34,5214;0;2;5,311;0;2
14;27,81;0;2;19,5127;0;2;34,5294;0;2;5,329;0;2
15;29,79;0;2;19,5152;0;2;34,5342;0;2;5,311;0;2
16;31,78;0;2;19,5019;0;2;34,5325;0;2;5,309;0;2
17;33,77;0;2;19,4374;0;2;34,5235;0;2;5,311;0;2
18;35,75;0;2;19,4577;0;2;34,541;0;2;5,322;0;2
19;37,74;0;2;19,5257;0;2;34,5762;0;2;5,322;0;2
20;39,72;0;2;19,6631;0;2;34,6645;0;2;5,309;0;2
21;41,71;0;2;19,719;0;2;34,7297;0;2;5,322;0;2
22;43,7;0;2;19,7439;0;2;34,8311;0;2;5,327;0;2
23;45,68;0;2;19,618;0;2;34,8359;0;2;5,35;0;2
24;47,67;0;2;19,428;0;2;34,8197;0;2;5,387;0;2
25;49,65;0;2;19,2438;0;2;34,8018;0;2;5,419;0;2
26;51,64;0;2;19,2051;0;2;34,8093;0;2;5,435;0;2
27;53,63;0;2;19,08;0;2;34,8128;0;2;5,428;0;2
28;55,61;0;2;19,0509;0;2;34,8368;0;2;5,407;0;2
29;57,6;0;2;19,0666;0;2;34,8586;0;2;5,405;0;2
30;59,58;0;2;18,9915;0;2;34,8479;0;2;5,391;0;2
31;61,57;0;2;18,9619;0;2;34,8508;0;2;5,398;0;2
32;63,55;0;2;18,977;0;2;34,8619;0;2;5,396;0;2
33;65,54;0;2;19,0992;0;2;34,9099;0;2;5,373;0;2
34;67,53;0;2;18,9028;0;2;34,8536;0;2;5,361;0;2
35;69,51;0;2;18,7783;0;2;34,8186;0;2;5,389;0;2
36;71,5;0;2;18,7594;0;2;34,818;0;2;5,417;0;2
37;73,48;0;2;18,698;0;2;34,8068;0;2;5,421;0;2
38;75,47;0;2;18,6994;0;2;34,8162;0;2;5,417;0;2
39;77,45;0;2;18,7283;0;2;34,8364;0;2;5,4;0;2
40;79,44;0;2;18,6607;0;2;34,8358;0;2;5,373;0;2
41;81,43;0;2;18,5584;0;2;34,8165;0;2;5,373;0;2
42;83,41;0;2;18,5057;0;2;34,8122;0;2;5,38;0;2
